tag	layer	block	head	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
67868	6	0	3	93	12	12	73	5	1	2	0	56
67869	6	11	1	64	42	42	48	4	0	5	24	180
67870	6	1	4	47	43	43	97	5	0	3	0	645
67871	6	0	2	74	40	40	58	0	5	2	6	63
67872	6	11	3	102	47	47	112	0	5	0	7	710
67873	6	7	4	116	21	21	20	0	0	6	6	507
67874	6	9	1	113	19	19	8	6	0	1	0	209
67875	6	3	1	110	32	32	16	5	6	1	0	245
67876	6	6	2	81	21	21	114	7	7	2	0	150
67877	6	8	2	126	35	35	84	7	1	4	0	391
67878	6	2	3	47	43	43	65	0	7	0	4	418
67879	6	7	0	17	35	35	59	7	6	4	0	533
67880	6	10	5	31	16	16	6	4	1	2	14	441
67881	6	11	5	51	9	9	66	0	2	7	0	805
67882	6	11	0	18	13	13	62	1	6	7	3	553
67883	6	9	3	108	24	24	44	0	5	3	7	399
67884	6	11	1	117	1	1	111	6	7	4	0	306
67885	6	10	2	59	34	34	78	5	0	5	0	16
67886	6	1	2	49	13	13	97	0	6	7	1	360
67887	6	8	4	19	5	5	69	7	2	7	0	248
67888	6	8	4	40	47	47	37	7	1	3	0	41
67889	6	5	3	78	12	12	34	4	6	6	15	585
67890	6	2	3	77	1	1	10	6	5	4	0	502
67891	6	9	1	112	23	23	38	5	2	7	0	87
67892	6	5	4	38	16	16	48	5	5	7	0	212
67893	6	1	4	62	30	30	118	7	3	5	0	476
67894	6	6	2	7	35	35	116	0	0	1	7	52
67895	6	3	2	52	43	43	50	0	2	4	2	566
67896	6	5	1	26	27	27	113	4	4	5	21	306
67897	6	7	1	41	40	40	103	7	4	4	0	356
67898	6	10	5	51	39	39	70	5	2	0	0	291
67899	6	9	1	37	39	39	25	5	5	6	0	684
67900	6	1	0	82	0	0	53	0	6	5	5	540
67901	6	0	1	102	22	22	10	4	5	5	23	567
67902	6	10	5	26	34	34	7	7	0	6	0	672
67903	6	7	3	7	22	22	108	7	2	1	0	448
67904	6	11	5	4	2	2	101	4	3	0	1	752
67905	6	3	3	108	15	15	77	6	2	3	0	601
67906	6	11	3	29	0	0	86	6	7	2	0	592
67907	6	11	5	25	24	24	85	0	1	6	5	95
67908	6	7	1	107	34	34	3	4	1	5	12	340
67909	6	3	2	120	42	42	2	6	7	1	0	62
67910	6	5	2	47	0	0	84	7	5	0	0	769
67911	6	10	2	115	33	33	1	0	2	4	2	232
67912	6	3	5	33	22	22	84	4	3	4	10	704
67913	6	2	5	53	11	11	100	0	4	3	0	146
67914	6	3	5	84	32	32	81	1	0	3	6	646
67915	6	6	5	18	15	15	17	5	0	4	0	672
67916	6	3	0	67	19	19	115	7	1	1	0	761
67917	6	11	4	113	40	40	71	0	7	6	6	494
67918	6	4	5	78	21	21	118	1	3	3	5	696
67919	6	0	0	117	32	32	28	5	1	0	0	204
67920	6	7	5	102	5	5	50	1	5	0	6	24
67921	6	5	0	80	3	3	31	7	1	6	0	820
67922	6	10	3	122	35	35	111	4	3	6	10	361
67923	6	10	1	61	0	0	34	7	6	0	0	453
67924	6	9	1	60	11	11	51	6	7	2	0	28
67925	6	0	0	33	11	11	38	7	7	5	0	73
67926	6	10	5	0	11	11	30	6	4	0	0	362
67927	6	10	3	107	29	29	72	4	4	5	5	778
67928	6	3	1	113	4	4	112	0	2	4	4	179
67929	6	11	1	42	6	6	69	4	3	2	5	791
67930	6	10	0	62	14	14	113	0	4	2	5	386
67931	6	9	1	0	12	12	96	1	0	5	7	659
67932	6	5	1	46	1	1	3	5	0	0	0	335
67933	6	8	3	91	25	25	27	0	0	6	2	230
67934	6	4	2	29	17	17	67	5	3	7	0	9
67935	6	2	3	89	14	14	78	5	6	3	0	37
67936	6	2	2	125	24	24	119	7	2	7	0	623
67937	6	8	4	112	24	24	124	4	1	3	6	282
67938	6	5	3	37	0	0	124	5	4	1	0	256
67939	6	9	4	17	19	19	13	1	7	4	2	628
67940	6	11	3	94	15	15	99	1	1	4	2	550
67941	6	8	4	72	0	0	89	7	5	6	0	515
67942	6	2	0	2	11	11	69	4	2	0	3	295
67943	6	11	2	23	25	25	119	6	1	5	0	583
67944	6	0	1	103	16	16	117	5	2	1	0	17
67945	6	11	5	61	39	39	93	0	4	2	3	685
67946	6	11	0	92	39	39	1	1	6	0	6	567
67947	6	3	5	17	14	14	80	5	6	2	0	278
67948	6	5	2	73	27	27	122	5	6	1	0	683
67949	6	5	5	125	42	42	16	1	5	1	7	137
67950	6	7	4	118	17	17	70	4	2	7	2	363
67951	6	3	2	67	17	17	12	5	3	6	0	431
67952	6	0	3	73	18	18	93	7	7	4	0	625
67953	6	2	5	16	43	43	49	0	7	0	0	745
67954	6	4	4	114	4	4	3	5	0	2	0	150
67955	6	9	5	91	43	43	50	6	0	0	0	293
67956	6	6	5	76	34	34	77	4	5	4	4	718
67957	6	2	4	17	11	11	91	1	6	0	6	786
67958	6	1	3	21	15	15	23	7	2	5	0	706
67959	6	8	1	19	35	35	55	5	3	6	0	332
67960	6	5	4	110	46	46	52	7	4	6	0	462
67961	6	5	4	120	41	41	67	4	7	1	5	790
67962	6	8	0	123	44	44	36	7	7	0	0	205
67963	6	4	3	55	30	30	68	5	2	6	0	740
67964	6	1	1	54	10	10	95	6	6	1	0	675
67965	6	11	3	56	25	25	6	5	2	0	0	690
67966	6	10	4	39	45	45	61	4	5	6	11	760
67967	6	4	2	71	5	5	31	1	1	2	3	695
67968	6	4	1	18	18	18	87	0	1	5	2	352
67969	6	1	2	65	21	21	99	7	3	4	0	556
67970	6	11	3	37	22	22	7	6	2	0	0	72
67971	6	5	4	15	12	12	88	0	4	2	3	291
67972	6	2	3	72	9	9	31	4	0	6	0	458
67973	6	4	4	123	41	41	83	0	7	6	4	148
67974	6	10	0	59	25	25	13	5	3	2	0	179
67975	6	10	3	46	14	14	8	5	2	1	0	470
67976	6	5	4	15	2	2	20	4	6	0	1	98
67977	6	0	4	40	30	30	61	1	4	0	2	457
67978	6	1	2	8	41	41	34	1	2	1	1	777
67979	6	11	1	125	7	7	66	5	5	6	0	378
67980	6	6	2	104	15	15	71	6	6	5	0	293
67981	6	11	3	82	24	24	49	0	2	5	3	397
67982	6	10	0	124	19	19	21	6	7	1	0	713
67983	6	4	1	51	45	45	29	4	1	3	15	122
67984	6	11	0	23	44	44	87	5	6	4	0	319
67985	6	11	5	122	33	33	114	6	0	4	0	623
67986	6	3	1	22	1	1	5	7	7	1	0	74
67987	6	7	3	85	45	45	20	6	7	0	0	265
67988	6	11	2	72	0	0	26	0	7	7	6	734
67989	6	11	1	22	18	18	49	6	6	0	0	354
67990	6	5	3	72	9	9	53	1	4	0	5	111
67991	6	1	1	113	19	19	38	4	2	5	11	738
67992	6	6	1	62	42	42	43	1	7	3	3	550
67993	6	9	4	15	24	24	63	5	0	4	0	549
67994	6	1	0	22	3	3	50	1	5	5	0	474
67995	6	4	4	103	7	7	0	7	6	7	0	677
67996	6	3	4	111	38	38	61	1	2	1	0	616
67997	6	1	2	46	3	3	79	0	2	1	6	570
67998	6	9	2	89	1	1	123	6	7	3	0	689
67999	6	10	3	98	16	16	77	0	1	0	6	38
68000	6	2	5	56	14	14	93	1	3	2	2	247
68001	6	10	3	95	13	13	40	4	2	7	2	343
68002	6	1	4	33	40	40	3	7	7	2	0	421
68003	6	7	5	102	23	23	63	5	7	7	0	196
68004	6	3	4	2	32	32	32	6	7	2	0	42
68005	6	9	2	100	45	45	27	1	6	6	5	451
68006	6	6	3	79	32	32	97	1	0	6	1	582
68007	6	8	0	126	22	22	0	1	4	0	4	211
68008	6	1	2	0	5	5	108	1	0	0	5	712
68009	6	11	4	53	23	23	24	4	5	4	11	340
68010	6	11	3	84	25	25	35	0	4	3	7	401
68011	6	2	2	7	6	6	95	1	7	1	6	612
68012	6	10	2	90	44	44	96	1	2	4	6	780
68013	6	11	1	48	43	43	6	4	5	0	16	760
68014	6	9	2	1	4	4	119	1	1	4	3	734
68015	6	7	5	47	17	17	113	4	4	3	19	666
68016	6	1	1	46	20	20	45	7	2	6	0	147
68017	6	8	1	56	47	47	114	7	1	0	0	159
68018	6	10	0	97	35	35	17	0	0	7	3	346
68019	6	10	2	8	4	4	23	7	7	0	0	295
68020	6	4	1	21	16	16	18	1	0	2	5	631
68021	6	5	3	83	32	32	71	4	3	3	31	275
68022	6	5	2	43	40	40	0	6	0	2	0	163
68023	6	10	1	95	37	37	14	4	5	3	23	611
68024	6	7	1	81	26	26	107	0	0	7	0	255
68025	6	8	4	111	44	44	79	6	3	7	0	400
68026	6	2	3	56	3	3	44	7	7	3	0	291
68027	6	8	3	23	7	7	38	4	0	5	9	590
68028	6	9	0	25	34	34	37	0	0	2	5	331
68029	6	3	0	116	32	32	41	5	3	0	0	162
68030	6	10	2	7	14	14	97	1	4	0	5	657
68031	6	0	0	59	12	12	87	4	6	4	29	558
68032	6	6	0	92	42	42	104	7	3	3	0	72
68033	6	1	0	97	22	22	117	4	2	1	18	412
68034	6	9	5	82	16	16	114	0	3	2	2	24
68035	6	5	0	100	4	4	21	7	1	1	0	495
68036	6	7	5	113	36	36	2	4	0	0	25	189
68037	6	7	2	35	20	20	9	5	1	7	0	824
68038	6	3	3	9	38	38	25	6	0	4	0	498
68039	6	0	3	4	29	29	96	7	6	0	0	506
68040	6	9	4	97	20	20	60	1	3	1	1	165
68041	6	2	0	83	37	37	110	1	7	0	1	444
68042	6	4	2	39	43	43	87	4	1	6	26	86
68043	6	0	4	55	31	31	31	4	4	7	20	232
68044	6	10	3	31	20	20	5	1	4	3	3	622
68045	6	6	2	29	36	36	87	7	4	5	0	554
68046	6	10	2	6	26	26	7	6	2	7	0	514
68047	6	0	4	101	3	3	20	4	3	3	14	809
68048	6	8	1	5	9	9	103	5	2	0	0	221
68049	6	3	2	72	21	21	71	0	7	5	7	328
68050	6	1	0	38	14	14	48	5	3	2	0	123
68051	6	0	5	105	11	11	97	4	2	5	20	69
68052	6	9	4	62	3	3	96	7	6	2	0	186
68053	6	7	0	104	18	18	78	5	7	0	0	300
68054	6	5	2	86	24	24	9	4	2	7	16	158
68055	6	9	2	28	25	25	118	0	7	5	4	119
68056	6	0	3	3	16	16	33	6	5	4	0	540
68057	6	10	4	37	38	38	38	0	6	6	6	77
68058	6	0	3	27	33	33	111	0	4	0	0	427
68059	6	3	0	23	35	35	19	0	5	5	6	477
68060	6	3	2	118	20	20	14	5	2	4	0	310
68061	6	4	3	90	1	1	55	4	1	5	23	640
68062	6	7	2	61	39	39	74	5	1	4	0	328
68063	6	2	0	5	31	31	37	1	2	0	3	801
68064	6	0	0	120	47	47	102	5	1	4	0	193
68065	6	1	2	61	11	11	16	6	2	0	0	772
68066	6	9	2	25	31	31	27	7	3	4	0	17
68067	6	6	3	123	4	4	65	4	0	0	15	734
68068	6	0	5	84	7	7	34	6	3	3	0	101
68069	6	11	0	63	36	36	113	5	5	7	0	750
68070	6	1	2	13	43	43	25	0	6	7	6	702
68071	6	5	4	44	15	15	108	5	2	6	0	28
68072	6	8	0	24	45	45	110	0	3	0	3	538
68073	6	3	5	112	37	37	20	5	4	0	0	303
68074	6	10	3	126	22	22	9	4	3	2	11	625
68075	6	2	4	18	44	44	114	0	0	1	1	481
68076	6	11	4	120	44	44	10	6	2	7	0	663
68077	6	7	4	29	29	29	43	5	5	7	0	449
68078	6	7	5	31	9	9	91	5	4	4	0	112
68079	6	3	3	88	24	24	57	4	5	2	18	547
68080	6	1	4	19	13	13	118	6	0	1	0	632
68081	6	4	2	93	22	22	34	7	7	3	0	172
68082	6	1	5	99	16	16	102	5	4	1	0	112
68083	6	5	1	10	16	16	118	7	7	4	0	747
68084	6	4	1	67	22	22	32	4	1	2	3	245
68085	6	9	2	45	27	27	12	1	7	2	2	417
68086	6	0	4	57	12	12	4	7	5	1	0	225
68087	6	2	3	21	43	43	107	1	6	1	5	568
68088	6	1	4	65	9	9	89	0	7	4	2	163
68089	6	3	0	61	7	7	42	6	3	2	0	361
68090	6	9	3	125	1	1	37	0	1	1	4	549
68091	6	2	5	94	19	19	121	5	7	4	0	576
68092	6	8	2	118	12	12	61	7	2	7	0	299
68093	6	8	2	41	32	32	83	5	1	2	0	69
68094	6	10	4	124	44	44	98	4	6	2	28	720
68095	6	10	0	72	10	10	78	0	3	1	6	126
68096	6	1	0	10	8	8	10	0	7	0	4	22
68097	6	10	3	74	45	45	69	7	3	7	0	524
68098	6	10	3	12	23	23	15	7	0	2	0	513
68099	6	10	0	61	36	36	98	0	6	3	1	435
68100	6	0	3	33	37	37	65	0	7	1	6	674
68101	6	4	0	126	27	27	111	7	6	6	0	416
68102	6	10	5	68	35	35	111	6	4	4	0	683
68103	6	11	4	34	18	18	7	4	6	4	22	229
68104	6	1	1	108	35	35	37	4	6	5	11	507
68105	6	1	2	106	26	26	120	1	5	2	5	278
68106	6	3	1	23	44	44	106	6	1	1	0	390
68107	6	0	3	27	35	35	66	4	3	4	20	541
68108	6	7	3	87	26	26	88	6	1	0	0	378
68109	6	2	3	96	32	32	112	6	3	4	0	313
68110	6	8	4	46	13	13	78	1	7	0	0	341
68111	6	6	1	34	22	22	101	1	7	2	5	548
68112	6	1	5	103	7	7	23	0	4	0	4	746
68113	6	5	5	119	16	16	52	0	4	7	1	823
68114	6	7	2	43	4	4	48	1	7	3	3	728
68115	6	1	5	47	2	2	53	0	3	6	5	161
68116	6	11	1	120	18	18	1	1	3	5	2	247
68117	6	5	4	81	33	33	32	7	6	3	0	683
68118	6	9	0	78	25	25	57	4	6	1	20	336
68119	6	6	5	82	27	27	24	6	0	4	0	663
68120	6	2	2	82	7	7	0	4	2	5	16	404
68121	6	3	1	95	33	33	74	1	5	7	1	460
68122	6	8	2	110	35	35	46	1	4	0	4	760
68123	6	7	1	115	29	29	60	6	0	2	0	470
68124	6	4	3	18	19	19	3	7	4	0	0	617
68125	6	8	4	25	30	30	55	0	5	7	5	154
68126	6	6	2	69	23	23	116	0	2	0	1	115
68127	6	10	4	12	33	33	99	7	5	4	0	138
68128	6	1	5	21	46	46	83	1	5	4	6	253
68129	6	7	4	48	15	15	13	7	4	2	0	432
68130	6	6	4	11	6	6	59	0	0	5	3	203
68131	6	10	1	119	3	3	15	6	6	3	0	754
68132	6	6	2	86	4	4	81	1	6	2	6	732
68133	6	2	0	14	22	22	91	4	0	2	25	487
68134	6	0	2	31	11	11	68	4	7	6	3	521
68135	6	5	2	63	47	47	56	1	6	0	0	763
68136	6	0	5	124	37	37	90	4	7	6	22	778
68137	6	11	1	97	17	17	107	6	5	5	0	254
68138	6	5	2	64	34	34	48	6	6	0	0	130
68139	6	6	2	45	0	0	78	5	6	5	0	72
68140	6	5	4	127	42	42	88	6	6	2	0	272
68141	6	1	1	32	13	13	38	7	3	4	0	654
68142	6	2	3	120	1	1	59	4	6	5	30	366
68143	6	9	0	58	38	38	48	7	3	4	0	566
68144	6	6	0	59	15	15	61	5	6	3	0	538
68145	6	5	0	26	7	7	19	1	2	5	7	314
68146	6	6	5	30	22	22	22	4	0	6	14	621
68147	6	5	2	27	40	40	0	6	4	2	0	794
68148	6	11	1	100	0	0	80	6	6	0	0	724
68149	6	9	1	124	35	35	95	4	5	0	25	102
68150	6	8	1	124	29	29	120	1	0	7	5	76
68151	6	5	3	28	15	15	71	5	6	1	0	251
68152	6	0	0	47	3	3	20	4	7	3	10	574
68153	6	5	5	21	20	20	88	7	4	3	0	148
68154	6	0	5	66	40	40	62	4	0	4	0	309
68155	6	1	0	62	28	28	12	4	5	7	14	431
68156	6	4	0	12	26	26	110	1	5	1	3	39
68157	6	9	2	11	22	22	23	1	3	2	7	580
68158	6	1	3	29	32	32	29	1	7	1	6	142
68159	6	10	3	106	47	47	70	0	5	4	1	296
68160	6	3	2	75	8	8	91	1	2	1	5	417
68161	6	2	2	12	9	9	85	7	7	4	0	541
68162	6	1	4	122	36	36	121	5	5	5	0	237
68163	6	11	5	119	3	3	89	4	7	7	1	574
68164	6	1	3	126	32	32	112	4	6	7	14	632
68165	6	4	5	55	27	27	28	6	5	7	0	32
68166	6	2	0	33	3	3	114	4	0	4	6	123
68167	6	3	4	66	26	26	80	0	3	3	1	218
68168	6	4	4	110	12	12	121	7	2	3	0	713
68169	6	7	5	34	47	47	77	1	1	0	4	103
68170	6	5	5	118	25	25	103	6	1	0	0	667
68171	6	11	2	1	4	4	35	0	0	3	7	773
68172	6	8	0	102	8	8	14	6	6	0	0	252
68173	6	2	0	20	6	6	82	6	1	2	0	386
68174	6	5	0	37	16	16	8	6	1	6	0	751
68175	6	9	4	74	42	42	43	0	5	7	5	397
68176	6	3	0	22	4	4	29	4	5	3	11	617
68177	6	9	1	56	6	6	74	1	2	2	3	377
68178	6	7	1	102	15	15	114	7	6	2	0	457
68179	6	1	3	26	38	38	29	6	5	2	0	692
68180	6	7	5	113	47	47	0	6	2	4	0	241
68181	6	0	5	101	18	18	96	0	2	5	4	11
68182	6	10	5	110	45	45	115	7	6	7	0	376
68183	6	7	5	16	31	31	61	7	5	3	0	593
68184	6	5	5	28	8	8	81	5	5	6	0	266
68185	6	0	0	27	16	16	25	0	5	0	3	575
68186	6	9	1	46	16	16	30	0	2	3	4	208
68187	6	6	1	98	17	17	47	5	0	0	0	438
68188	6	4	4	80	35	35	119	7	4	0	0	418
68189	6	1	2	77	19	19	108	4	7	1	31	680
68190	6	2	4	38	44	44	6	0	3	4	2	551
68191	6	7	2	68	18	18	41	0	2	2	0	202
68192	6	0	0	124	37	37	35	4	0	1	0	338
68193	6	7	4	110	33	33	119	5	0	3	0	265
68194	6	2	0	96	19	19	17	7	6	6	0	713
68195	6	9	1	110	36	36	74	5	4	5	0	194
68196	6	3	5	92	30	30	16	7	1	5	0	794
68197	6	9	2	103	2	2	88	5	1	5	0	328
68198	6	5	2	30	1	1	9	7	4	7	0	67
68199	6	7	5	45	16	16	62	1	4	0	0	152
68200	6	7	5	1	43	43	21	6	0	7	0	733
68201	6	2	5	17	30	30	92	1	2	5	0	614
68202	6	7	1	26	23	23	105	4	2	2	9	190
68203	6	1	3	62	44	44	51	0	5	4	2	404
68204	6	9	5	52	10	10	116	6	1	2	0	154
68205	6	9	5	53	19	19	24	7	0	6	0	722
68206	6	7	1	69	21	21	89	7	7	5	0	203
68207	6	3	5	5	8	8	119	7	4	4	0	716
68208	6	3	1	113	5	5	50	5	0	2	0	250
68209	6	2	3	113	2	2	66	1	4	0	3	121
68210	6	7	2	111	37	37	81	7	3	4	0	553
68211	6	6	5	28	23	23	57	7	5	1	0	64
68212	6	5	4	36	6	6	51	4	2	1	19	121
68213	6	8	3	93	5	5	52	1	1	0	5	310
68214	6	3	1	2	40	40	113	0	5	3	5	332
68215	6	3	4	84	37	37	92	4	7	2	0	789
68216	6	6	5	83	26	26	0	7	4	2	0	622
68217	6	3	4	44	9	9	72	5	6	7	0	458
68218	6	1	5	22	2	2	90	0	1	3	0	231
68219	6	3	2	34	10	10	85	1	4	3	3	706
68220	6	6	5	126	46	46	40	1	5	6	0	811
68221	6	1	1	35	24	24	90	4	1	6	14	522
68222	6	2	1	42	16	16	74	5	3	7	0	287
68223	6	11	5	67	13	13	54	7	0	6	0	816
68224	6	0	2	117	37	37	74	0	1	5	0	761
68225	6	8	0	117	4	4	110	0	6	5	3	709
68226	6	5	5	87	36	36	84	6	1	5	0	642
68227	6	8	1	39	3	3	78	1	5	3	4	156
68228	6	11	0	70	40	40	42	0	5	2	0	56
68229	6	1	5	106	16	16	117	5	5	7	0	815
68230	6	11	4	54	43	43	34	5	6	4	0	537
68231	6	9	4	110	12	12	79	7	6	0	0	191
68232	6	3	0	107	24	24	92	6	0	5	0	458
68233	6	9	2	103	17	17	94	4	4	2	11	555
68234	6	5	0	23	32	32	19	4	2	6	25	811
68235	6	7	1	16	30	30	68	1	7	2	1	246
68236	6	6	3	111	39	39	2	6	0	2	0	602
68237	6	0	0	102	14	14	52	4	2	4	3	304
68238	6	1	3	2	47	47	26	4	6	0	31	118
68239	6	3	4	51	31	31	61	6	6	4	0	270
68240	6	0	5	119	1	1	105	1	6	6	4	507
68241	6	10	2	107	12	12	89	6	3	0	0	816
68242	6	1	2	38	8	8	77	4	3	5	16	204
68243	6	10	5	31	32	32	103	0	5	0	2	152
68244	6	9	1	16	26	26	92	4	2	2	17	10
68245	6	7	2	75	40	40	113	7	3	3	0	83
68246	6	5	5	104	8	8	108	1	2	7	4	317
68247	6	3	1	6	8	8	14	1	2	7	6	22
68248	6	9	0	52	37	37	101	0	6	5	0	399
68249	6	5	5	66	13	13	65	4	1	2	27	415
68250	6	5	4	60	7	7	87	0	3	0	7	402
68251	6	3	2	7	42	42	120	5	0	7	0	240
68252	6	3	3	27	35	35	43	6	7	5	0	225
68253	6	10	0	89	38	38	88	4	5	3	12	175
68254	6	3	5	68	43	43	94	1	5	0	6	591
68255	6	8	4	74	19	19	27	7	0	2	0	274
68256	6	7	4	127	47	47	84	1	0	6	6	259
68257	6	7	4	79	35	35	82	5	6	2	0	768
68258	6	7	0	91	45	45	14	1	1	1	3	433
68259	6	7	0	14	25	25	102	7	5	5	0	367
68260	6	4	5	104	45	45	13	4	1	4	11	227
68261	6	9	2	107	4	4	40	0	1	3	2	161
68262	6	0	0	90	32	32	34	7	0	1	0	592
68263	6	11	2	6	22	22	84	4	2	1	26	314
68264	6	10	5	81	32	32	92	0	1	0	6	719
68265	6	7	1	57	21	21	12	6	6	3	0	727
68266	6	8	1	69	22	22	53	4	4	7	26	572
68267	6	8	2	34	44	44	107	4	5	7	8	154
68268	6	1	3	12	23	23	15	7	0	0	0	440
68269	6	7	3	77	43	43	55	5	6	1	0	50
68270	6	7	3	33	37	37	51	1	5	5	5	681
68271	6	1	5	113	39	39	92	1	3	6	6	457
68272	6	3	2	23	5	5	21	4	2	2	14	783
68273	6	8	3	101	10	10	83	0	3	7	5	622
68274	6	7	2	63	40	40	81	1	1	3	1	800
68275	6	0	3	83	33	33	48	1	1	3	4	489
68276	6	10	5	119	42	42	43	4	0	7	16	355
68277	6	1	1	63	39	39	35	0	3	6	4	418
68278	6	6	4	46	41	41	41	0	6	7	2	739
68279	6	0	5	1	25	25	58	4	5	5	1	231
68280	6	6	0	121	20	20	15	7	5	5	0	766
68281	6	10	0	11	17	17	65	5	2	3	0	749
68282	6	5	3	45	35	35	90	1	6	5	6	261
68283	6	9	4	38	39	39	44	1	0	5	4	484
68284	6	11	0	20	31	31	56	4	6	6	31	291
68285	6	1	5	71	33	33	79	5	5	1	0	16
68286	6	3	2	4	35	35	32	4	3	5	6	3
68287	6	0	5	12	26	26	107	5	7	6	0	254
68288	6	10	5	67	23	23	2	0	7	3	4	91
68289	6	2	5	92	9	9	35	7	1	2	0	253
68290	6	3	4	51	3	3	122	4	0	1	3	555
68291	6	7	2	125	45	45	98	1	1	2	6	20
68292	6	7	2	6	10	10	80	7	5	6	0	536
68293	6	4	4	65	8	8	49	1	7	2	0	166
68294	6	5	2	36	22	22	99	5	2	2	0	323
68295	6	0	1	48	34	34	108	6	0	2	0	106
68296	6	9	2	88	29	29	50	0	4	6	7	157
68297	6	4	2	48	38	38	97	7	1	5	0	456
68298	6	10	5	17	4	4	64	1	5	1	4	448
68299	6	5	4	63	23	23	59	5	4	5	0	791
68300	6	9	1	117	26	26	0	5	4	6	0	219
68301	6	11	4	116	1	1	23	0	7	6	1	491
68302	6	4	5	66	12	12	101	5	1	7	0	821
68303	6	5	4	47	23	23	15	4	5	0	7	557
68304	6	9	0	46	37	37	72	0	0	1	0	176
68305	6	0	5	96	15	15	87	0	1	0	7	738
68306	6	3	2	59	36	36	71	6	0	3	0	435
68307	6	8	3	0	28	28	60	0	2	7	0	196
68308	6	8	5	66	20	20	86	4	2	0	10	258
68309	6	4	5	64	25	25	98	6	3	7	0	186
68310	6	11	4	38	20	20	62	6	3	0	0	661
68311	6	8	1	33	6	6	41	1	3	3	2	94
68312	6	3	4	55	45	45	8	6	6	2	0	408
68313	6	1	0	119	11	11	43	5	4	3	0	102
68314	6	9	3	72	31	31	49	1	2	3	5	349
68315	6	11	5	53	4	4	119	7	4	4	0	725
68316	6	8	1	99	38	38	38	6	5	6	0	293
68317	6	8	0	125	6	6	70	7	1	7	0	90
68318	6	6	2	14	34	34	55	6	4	0	0	372
68319	6	6	5	6	3	3	25	4	4	1	19	783
68320	6	2	0	8	30	30	14	4	0	5	19	252
68321	6	1	4	84	47	47	24	5	3	4	0	719
68322	6	11	4	38	9	9	13	0	0	7	7	556
68323	6	9	5	95	42	42	121	4	1	2	9	122
68324	6	0	1	118	27	27	107	5	3	4	0	539
68325	6	1	5	110	9	9	35	5	6	1	0	669
68326	6	5	0	13	4	4	52	0	3	5	0	750
68327	6	1	0	3	41	41	68	5	4	0	0	443
68328	6	7	0	115	1	1	38	7	0	2	0	197
68329	6	6	1	123	19	19	52	4	2	5	2	659
68330	6	1	4	114	16	16	55	1	3	3	5	586
68331	6	4	4	58	0	0	50	6	7	0	0	69
68332	6	1	3	32	23	23	41	0	1	4	4	710
68333	6	7	2	6	12	12	22	6	6	7	0	713
68334	6	1	3	28	46	46	98	0	6	6	0	188
68335	6	6	0	112	39	39	87	1	5	4	0	636
68336	6	0	1	93	25	25	111	0	3	4	1	61
68337	6	5	1	15	15	15	39	7	3	1	0	319
68338	6	9	4	33	9	9	55	4	1	1	23	755
68339	6	6	5	122	36	36	120	1	7	5	3	455
68340	6	9	3	37	34	34	49	1	2	4	1	506
68341	6	1	0	47	39	39	13	1	5	2	5	53
68342	6	1	5	74	13	13	85	1	1	2	1	711
68343	6	9	0	46	34	34	95	1	4	5	4	481
68344	6	3	1	11	41	41	40	4	2	1	9	330
68345	6	11	2	91	41	41	24	1	4	3	2	180
68346	6	10	0	15	29	29	124	7	0	5	0	563
68347	6	8	5	69	46	46	6	7	1	6	0	166
68348	6	5	0	62	13	13	74	1	0	7	3	527
68349	6	4	5	95	4	4	103	1	3	5	6	490
68350	6	0	4	73	4	4	36	7	4	6	0	457
68351	6	7	4	70	23	23	52	1	0	1	7	101
68352	6	0	3	83	5	5	103	0	3	4	0	608
68353	6	9	4	107	6	6	112	7	2	6	0	702
68354	6	5	3	58	24	24	69	0	7	7	6	296
68355	6	8	2	33	12	12	67	7	0	7	0	658
68356	6	3	0	78	29	29	44	1	3	3	5	649
68357	6	9	0	5	6	6	29	1	0	1	1	724
68358	6	1	5	41	17	17	30	4	5	2	8	87
68359	6	0	4	42	5	5	9	0	0	5	0	399
68360	6	3	2	104	23	23	100	7	6	1	0	61
68361	6	10	2	6	35	35	12	4	2	6	0	414
68362	6	4	3	39	5	5	94	4	0	7	16	616
68363	6	9	2	85	11	11	37	6	7	6	0	584
68364	6	6	4	30	24	24	6	5	4	1	0	335
68365	6	5	1	118	1	1	114	0	5	0	6	252
68366	6	6	3	86	19	19	81	7	5	3	0	285
68367	6	10	4	77	20	20	59	4	1	6	15	141
68368	6	0	4	76	46	46	25	4	5	1	7	132
68369	6	11	0	118	16	16	118	7	6	2	0	765
68370	6	10	3	94	11	11	43	5	0	5	0	151
68371	6	6	2	16	36	36	98	4	6	3	9	382
68372	6	7	5	104	38	38	20	6	6	1	0	733
68373	6	9	0	105	34	34	28	6	0	2	0	559
68374	6	8	4	127	45	45	4	1	3	6	5	662
68375	6	1	4	4	2	2	85	1	0	5	7	571
68376	6	2	0	40	20	20	34	1	6	5	2	56
68377	6	6	0	116	31	31	106	6	2	5	0	239
68378	6	10	5	121	32	32	11	7	6	0	0	154
68379	6	5	2	113	15	15	83	6	7	7	0	275
68380	6	2	1	65	47	47	66	4	6	1	8	451
68381	6	7	3	37	26	26	48	4	2	6	30	152
68382	6	11	4	45	19	19	104	7	7	6	0	271
68383	6	10	4	43	33	33	62	6	2	5	0	452
